#0.3	0.5	0.7	1.1	1.5	1.9
98.84992414	99.35394952	100.0777814	102.0949167	112.6165294	114.2280914
98.99410906	99.65533167	98.43131674	99.19934378	99.25422849	98.93239864
98.74681577	99.56759164	99.77335663	98.06562401	99.98271386	100.7044385
99.22105454	99.38386181	101.3284693	98.8871433	99.42548834	99.08631861
98.80638706	99.14716661	99.15060331	99.03874294	98.86876126	99.18040426
99.03421839	99.72254435	98.38474163	98.9770792	99.66138244	99.58949739
98.71654304	99.4824324	98.88414404	98.52217104	100.6445544	100.3284051
99.18646553	99.88252108	100.8109277	100.0216671	99.25511122	99.17842013
98.87615807	99.53493585	99.28109437	98.46533451	99.75020438	99.36577405
99.00730091	99.44408974	99.10086487	99.10163595	98.878777	99.28256001
98.75331863	99.60978495	98.55394791	98.67025113	100.3310329	99.26952789
99.06675113	99.35352833	99.52085017	101.150463	99.34595643	99.00850459
98.99002345	99.16476394	99.3097863	98.73382584	100.2320164	99.11090046
98.92062628	99.73090101	99.70046204	98.44656992	98.37916976	99.04930055
98.83700524	99.36408731	98.15655446	98.15600182	99.35653445	98.40353279
98.91131638	98.74116807	98.55823926	97.40031514	99.37425176	99.55155249
99.11335556	98.64614107	99.02636254	98.85377714	98.82069534	98.75157927
98.83155505	99.55045463	98.55161657	98.7627002	98.75633311	99.01381123
98.9397464	99.45602652	98.4181736	98.47398351	99.1406849	98.62446453
98.78350215	99.37250734	100.0693858	97.69074894	99.61464931	100.4840317
