#Todos puntos				
	#Vorticity			
#%Error	0.3	0.7	1.1	1.9
12	0.081446767	0.255450606	0.419061394	2.033553812	0.565814867
17	0.310042447	0.058530543	0.99298803	0.693438029	0.029945606
22	0.28293815	0.189850589	0.59225083	1.891510733	0.257442968
27	0.142781178	0.194789356	0.26401316	2.244179192	0.212409974
32	0.0121417	0.154243839	1.03743307	1.94366979	0.012768669
37	0.046553957	0.11160561	1.232953801	1.078224075	0.356781532
52	0.08882729	0.096574928	1.706670421	0.334174223	0.738149775
64	0.132655452	0.222301487	0.194762836	0.348982682	1.051707613
70	0.055075094	0.245160203	0.204087221	0.64061778	0.647980093
76	0.062617583	0.592800447	0.204164495	0.806516875	1.383545309
92	0.0556914	0.455980867	0.50116922	0.260725837	0.69815638
99	0.047620484	0.436127232	2.065445201	0.582257403	1.004963106
102	0.070122422	0.463111368	0.440599934	0.886323617	0.678153578
107	0.218320271	0.201178903	0.142362544	1.325420003	1.370975112
112	0.189658982	0.311191863	0.980179249	1.139641947	1.068638652
116	0.071596491	1.296212716	0.897312215	1.821579826	1.880273931
117	0.316304607	1.607717587	1.003032009	0.674885025	1.724362513
118	0.333399203	0.643563521	3.615230876	0.992267194	1.175954822
119	0.49241916	1.78341654	0.893057342	0.17966298	0.574133387
120	0.487520217	1.9233976	3.369516281	2.254340748	1.30324825
