#0.7m Vorticity			
#PUNTOS	ENTRE	VAL	PRED
1	18.05077868	21.01560821	30.17660035
4	1.395974125	2.983786921	3.446628367
6	0.50499583	2.584625533	2.634312426
11	0.297544814	0.817757535	3.438720459
21	0.264708291	0.390964699	2.271007885
41	0.293824694	0.979001653	1.671369208
82	0.326498856	0.919259241	1.503012869
