#Time	0.3	0.5	0.7	1.1	1.5	1.9
5000	0.151591776	0.357524772	1.088668032	3.126178522	13.75407012	15.38191048
10000	0.005950447	0.661951182	0.574427533	0.201357353	0.256796453	0.068284198
15000	0.255741645	0.573324888	0.781168311	0.943814134	0.992640267	1.721655016
20000	0.22328741	0.387739198	2.351989155	0.113996667	0.429786205	0.087190512
25000	0.195568622	0.148653143	0.152124552	0.039134281	0.132564388	0.182226527
30000	0.03456403	0.729842773	0.621473105	0.023152324	0.668063071	0.595451907
35000	0.286320164	0.487305454	0.117026221	0.482655511	1.661166059	1.341823324
40000	0.18834902	0.891435434	1.829219896	1.031987015	0.257688098	0.180222351
45000	0.125092856	0.540339246	0.283933702	0.540066154	0.757782203	0.369468735
50000	0.007374654	0.448575493	0.10188371	0.102662574	0.122447476	0.285414151
55000	0.249173098	0.615944392	0.450557667	0.333079666	1.344477702	0.272250397
60000	0.067425381	0.357099319	0.526111283	2.17218481	0.349450936	0.008590494
65000	0.010077321	0.166428218	0.312915457	0.268862785	1.244460995	0.112020662
70000	0.080175474	0.738283851	0.707537414	0.559020283	0.627101253	0.049798537
75000	0.164641175	0.367764961	0.851965188	0.852523419	0.360135807	0.602492136
80000	0.089579411	0.261446394	0.446222973	1.615843295	0.378032083	0.557123728
85000	0.114500569	0.357433267	0.026628828	0.147699859	0.18111582	0.250930031
90000	0.170146419	0.556014781	0.452912559	0.239696769	0.246128176	0.013950739
95000	0.060862226	0.460632848	0.587703436	0.531329788	0.142105963	0.379328758
100000	0.218684694	0.376270038	1.080187645	1.322475817	0.620857889	1.499021873
