	#1.1m Velx			
#1.9m	PUNTOS	ENTRE	VAL	PRED
VelX	1	1.581142115	1.924767333	3.446004119
	4	0.626163919	0.75586932	0.903846621
	6	0.446394891	0.481146766	0.575278709
	11	0.363676527	0.369432926	0.304049831
	21	0.314594393	0.260289851	0.302237171
	41	0.297343231	0.228370989	0.268214646
	82	0.301924293	0.231177628	0.293812633
